260,라솔솔,ㅋㅋㅋ
261,이연희,일부러 10번씩 보는듯 ㅋㅋ
262,땅새,깨어있는 버거킹 오집니다!!! 오늘도 와퍼 씹으며 하루를 마무리!!@@
263,최승훈,이광고가나오길기다렸닼ㅋㅋㅋㅋㅋ
264,VAR판독기,"""죄송합니다. 조커인 저도 이걸 먹은 뒤로 더블병이 생겼습니다. 하하하하하하하하!!!! ×2"""
265,RA.Tiger,광고를 보러 들어오게 만ㄴ드는구나 ㅋㅋㅋㅋㅋㅋㅋ
266,김승민,와 곽철용 엄청웃기네 ㅋㅋㅋ광고를 볼줄이야... 묻고 더블로 가쟈!!
267,홀릭러브유,사달라에 이어서ㅋㅋㅋ 더블로 가나
268,구걸하면미래아들날강두,미소가 구냥 자동으로 나옴 ㅋㅋㅋㅋ
269,한준희,광고 보고 웃기는 오랜 만이누 ㅋㅋ.. 카운터 여자 고객 대응 개웃기누 ㅋㅋ..
270,김철,광고보러옴 ㅋㅋㅋㅋ
271,리니셜,이거 보면서 더블패티올데이킹 먹으니까 존맛 ㅎㅎㅎㅎㅎ
272,디자이너언더독,ㅋㅋㅋㅋㅋㅋ아놔 나만 클릭한게 아니었네
273,에베벱,마지막에 젊은친구 앞에도 4딸라네 ㄷㄷ
274,GuiltySpark,아니 뒤에 사딸라 뭔데ㅋㅋㅋㅋㅋㅋㅋ콜라보 떡밥인가요?ㅋㅋㅋㅋㅋㅋㅋ
275,젊은수사관,ㅋㅋㅋㅋㅋ광고보이자마자 바로 클릭하긴 첨이네
276,따시,더블로갓!ㅋㅋㅋ
277,야유로봇,버거킹또 치트키쓰네 아ㅋㅋ
278,아르미9,캬~~~~~ 이게바로 내가 원하던거야
279,왕도깨비TV,ㅋㅋㅋㅋ 드이어 찍으셨군요 ㅋㅋㅋ
280,KimMuFFle,드립이 현실화 되는건 처음이네ㅋㅋㅋ
281,시연TV,광고를 보려고 들어온적 첨이닼ㅋㅋㅋ
282,카르페디엠,헐 이거  진짜 곽철용님이 광고할거같았는데 ㅋㅋㅋㅋㅋ진짜하네 소름;;
283,송민준,철용좌 ㄹㅇ로 찍었넼ㅋㅋㅋㅋ 개좋아
284,지나가는사람,4달라 부터 개웃기네 ㅋㅋ
285,달파란,젊은친구 나믿고 떠블로가~!심쿵 ♡살다살다 광고 클릭해서 몇번보는건지ㅋㅋㅋㅋㅋㅋ
286,너른골,사딸라도 숨어있네ㅋㅋㅋㅋㅋ
287,시링띠링,광고 떠서 들어온건 첨이닼ㅋㅋㅋㅋㅋㅋㅋㅋ
288,스타워즈덕후,0:15 0:19 이들 가운데 스파이가 있는것 같은?
289,참새의일기장,버거킹이 저번 사달라도 그렇고 시대의 흐름을 아네 ㅋㅋㅋㅋㅋ
290,말쿠19,묻고 내 구독자 2배로 가!
291,갓갓갓,뜨자마자 허겁지겁왔다 ㄹㅇㅋㅋㅋㅋ
292,hyominAhn,그래 이거지ㅋㅋㅋ
293,성질난미소,ㅋㅋ 미치겠다 철용형도 미치겠는데 사딸라 영철샘 깨알같이 등장하네ㅋㅋㅋ 젊은친구 나믿고 더블로가 할때보세여ㅋㅋ
294,정재백,야발 광곤데 썸넬보고 어케안들어오누 ㅋㅋㅋㅋㅋ
295,랔돜,0:16 뒤에 노랑정장0:20 4번째 노랑정장이를 통해 4딸라인것을 알수 있다
296,에어린,킹거킹 유튭활동도 열심히하눜ㅋㅋ
297,JhL,ㅇㅇㅇ ㄷㄹㄱ
298,수박맛탄산,무슨 광고 조회수가 300만이 넘네ㄷㄷ 근데 진짜목소리 좋으시다ㅋㅋㅋㅋ 한번 들음 못 잊을 보이스
299,뚱티즈,이따 날밝으면 버거킹 먹으러간다ㅋㅋㅋ
300,mcatorr,수트도 더블..셔츠까지 블루네ㅋㅋ
301,안준현,굿~곽선생님 흥하세요
302,개간디,이 cf나올것 같드라ㅋㅋ
303,이정현,오~돌아왔구나 곽철용이
304,HenryWilliams,"Wait, Burger King is also in Korea?! I thought, it was just in North America."
305,평범한일반인들을위하여,오늘만 5번 봤어
306,악크미,게시 하루만에 조회수 459만 ㄷㄷ
307,김석현,묻고더블로가 ㅋㅋㅋㅋ
308,배그는비누지,젋은 친구 나믿고 더블로가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
309,머하디닉넴,아버거킹땡기네ㅋㄱㅋ ㄱㅋㄱ ㄱㄱㄱ
310,순둥제리,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ믿고...더블로... 함 먹어봐야것는디.....ㅋㅋㅋㅋ
311,김갑환,ㅋㅇㅋ
312,진주,버거킹 모델들 다 호감 ㅋㅋㅋ 아이돌안쓰는게 좋네
313,냥덕스파하는,광고를 미친ㅋㅋㅋㅋ 애플이냐 개잘만들었네ㅋㅋㅋㅋ
314,야김두한부끄럽지도않은가,나중에 사딸라vs더블로가 이걸로 광고 나오면 좋겠네요 ㅋㅋ
315,정동수,ㅋㅋㅋㅋㅋ 이분 정말 ㅋㅋㅋㅋ
316,잡다한정보공유,ㅋㅋ개웃기네 ㅋㅋ
317,농담반장난반,광고 잘만들었네 ㅋㅋㅋ 사무실 옆자리에 버거킹들어오던데 자주가애겟네 ㅋㅋ
318,D.H.MOON,ㅋㅋㅋㅋㅋㅋ
319,라이언벅스,드뎌 강림하셧구나ㅋㅋㅋ
320,임동건,0:07 여자분 왤케 어색하지?
321,JPJollybean,광고를 찾아서 보네ㅋㅋㅋㅋㅋ 조만간 버거킹 가줘야겠네
322,이상운,형님 기다렸습니다.
323,DawonJang,버거킹 아주 맘에 들어~
324,FeverTime,진짜 찐은 다르네;
325,LyDia,아니ㅋㅋㅋ 이거자체가.광고라서 광고없이 바로재생되는게 너무졓아ㅜ
326,김바다,곽철용의 위엄 ㅎㄷㄷ
327,김단우,심영: (0:15 0:19) 혹시 김두한 맞소?김두한: 사딸라....곽철용: 사딸라... 이게 내 결론이다..
328,ForLoveNoCity,결국 찍었네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
329,Seok.H.Park,결국 나왔넼ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ
330,걓걓햫햫,ㅋㅋ 4달라 아재도 보이네 무슨 버거킹 유니버스냐??ㅋㅋㅋㅋ
331,동튼다,광고를 찾아서 3번보게 될줄은ㅋㅋㅋㅋ
332,남성,알바야~! 버거 하나 질러봐. . .!!
333,카도야츠카사,곽철용!!!!!! 곽철용!!!!! 곽철용!!!!!!
334,juicycoolguy쥬시쿨가이,버거킹안에 약빤놈이 있다 이게 내 결론이다.ㅋㅋㅋㅋㅋ
335,L이이Jᅵᄂsᅮ,마케팅 성-공
336,ᄋᄉᄋ,영상나온지 이틀만에 280만 ㄷㄷ역시 아이언드래곤
337,belIsa,😍😍😍😍😍😍😍😍😍😍😍😍😍😍
338,socialproblemTV,내가 버거킹 유튜브채널을 들어올줄이야ㅋㅋㅋㅋ 왜 또 조회수는 하루만에 570만회인뎈ㅋㅋㅋㅋㅋㅋ 진짜 버거킹한번 가야겠다 ㄹㅇ 철용이형님 봐서라도
339,PaulChung,형 드디어 찍었구나? ㅋㅋㅋㅋㅋ
340,ZZZ,똑똑한 마케팅부
341,도도냥이,ㅋㅋ 결국 나왔네 ㅋㅋ
342,KinamYun,철용이형 커여어~
343,최대수,오래오래 사십쇼... 오래오래 보고싶습니다..
344,장영준,광고주 아주 칭찬해~~ 😁😗탑아이돌뿌리는 치킨광고보다 콘티잘짠게 대박나는 좋은 예!!
345,송준섭,1빠용
346,SSiKiM,김영철에 이엌ㅋㅋㅋㅋㅋ곽철용까지....
347,팀러TEMRER,와.... 김영철 4딸라에 이어서 철용좌까지... 대단하다 버거킹
348,이영재,광고 조회수 봐봐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
349,riLee,Finaly
350,박성재,네네치킨은 돈 없어서 더블비로 대체했는데역시 킹갓엠페러울트라슈퍼충무공 버거킹은진짜 곽철용님으로 광고찌네ㅋㅋ
351,RK,아니 근데 김응수 배우님. 타짜 1편이랑 거의 똑같으신데ㅋㅋㅋㅋ
352,소소리소소리,ㅁㅊㅋㅋㅋㅋㅋ
353,김유,바거킹 마케팅팀 보나스 두둑히 줘라ㅋ 매번 대세 기가맥히게 캐치하는데
354,현대홍보팀,0:16 ㅋㅋㅋㅋ뒤에 노란수트 사딸라 김영철이네 ㅋㅋㅋㅋㅋㅋㅋㅋ깨알같아 섬세함
355,킴루딘,광고 보려고 누른적은 첨이야ㅋㅋㅋ
356,꼬마티탄,이걸 원했어!!!
357,좀만잘게,이걸 해내넼ㅋㅋ
358,상후니,ㅎㅎㅎ 잘만들었다
359,현밍,철용 아저씨 좋은사람👇🏻
360,오징어,ㅁㄱ ㄸㅂㄹ ㄱ!
361,MinsuKim,살다살다 내가 광고를 검색하네 진짴ㅋㅋㅋ
362,jti,진지바리~진지바리ㅋ
363,박철희,와 중독성 쩐다 ㅎ
364,우럭의과학채널,ㅁ아니? 이게???
365,팍하고확해서슉!!,광고를 들으려고 클릭했다니 자존심상한다 ㅂㄷㅂㄷ
366,LoseYourself,철용님....아저씨 믿고 사막을게용...🍔🍔🍔🍔🍔
367,임동현65,대박이네ㅋㅋㅋ
368,아쟁총각,우리 곽형님 믿고 더블로 가야겠다~~~
369,hyunkim,ㅋㅋㅋ 진짜 광고보려고 클릭한적은 처음
370,아이돌,햄버거 프랜차이즈 대표 3사중에 버거킹이 젤 선두쳤네 ㅋㅋㅋㅋㅋㅋ '더블'들어가는 버거는 세 곳 다 있는데 ㅋㅋㅋ
371,최재훈,타짜 ㅋㅋㅋ
372,알수있음,ㅋㅋㅋㅋㅋㅋㅋㅋ 저번엔 김두한이더니 ㅋㅋㅋㅋ
373,neverever,알바 귀엽다
374,윤재욱,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ더블로 갘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
375,알아서피해라,"아니 근데 첫대사 영화에 나온걸 복붙 한거야, 다시 한거야..? 너무 똑같은데..?"
376,신민수,광고보고 버거 사먹은건 처음이다ㅋㅋ
377,ㄱ째성,너!다음에 한번 더 사먹어~
378,Neon,뻔하고 진부한데 배우 덕분에 재밌네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
379,파이크,버거킹 패러디에 재미들렀나 사딸라도그렇고
380,최연수,성지순례하러 왔습니다
381,vrrud,간절히 바라면 온우주가 도와준다더니 진짜 나오네 ㅋㅋㅋ
382,Eddiejin,그런데 버거킹 직원 역할 한 분도 연기 잘하시네요👍  손가락 올리실때 영혼이 있음👍👍👍
383,냉혈빛,하루만에 400만 조회수....?
384,ZZZ,저 노란양복 김두한 아님?
385,Mon,결국 CF찍으셨네 ㅋㅋㅋㅋ
386,restart,버거킹 광고담당 약 빨았나ㅋㅋㅋ전에 4딸라도 하더니
387,키위,00:16  뒤에 사딸라 아조씨
388,룰루랄라,0:15 0:18  사딸라좌 나옴 ㅜㅜ
389,둥이둥이,버거킹가서 일하는분들한테 감튀하나만 찔러보라고 하고싶다 ㅋㅋㅋㄱㄲㅋ진상중에 진상일듯
390,Onnurisystem,철용이 형만 믿고 이젠 와퍼말고 더블로 갑니다
391,정민기,ㅋㅋㅋㅋㅋㅋ드래곤형땜에보러왔네 ㅋㅋㅋ
392,배성길,대박 상상만하던게 현실이되었네요.
393,정성찬,철용 형님은 목소리가 간지다 진짜 중저음
394,페를,이야~~
395,배추배추양배추,아이템좌 예언 성공ㅋㅋㅋ
396,페가수스,변산체 되기 싫어서 오늘 점심으로 먹었습니다 회장님
397,듀얼엣지,진짜 되네;;
398,스틱건스,김두한의 이어 곽철용 씨까짘ㅋㅋㅋ
399,오승환,살다살다 광고 보려고 들어오네ㅋㅋㅋ
400,이혜준,이걸 기다렸습니다...이게 내 결론이다.
401,메자,ㅋㅋㅋㅋㅋ 이거지
402,HEIZEN.,"어이 젊은 친구...""ASK AND GO TO 'THE BLUE'."""
403,shhan,오늘 X도X드 들어갈려다가 버거킹에서 먹었음 역시 버거킹
404,이상용,드디어 왔다 철용좌!
405,Mr.kim,사장님 지금 몇개 연속 먹었습니까~~
406,이성진,와..... 광고까지 찍으셨네.ㅋㅋ너 네 밑에서 정규직으로 일할 생각없냐? 알바몬. ㅋ
407,배지원,버거킹 열일하네옄ㅋㅋㅋㅋㅋㅋㅋ근데 패티가 더블이라니 궁금해서라도 사먹어 볼게요!!
408,이현민,오오 징자 광고까지 ㅎㅎ응수배우님 축하드립니다.
409,ᄋᄉᄋ,전부터 느꼈는데 주문 받는분 왤캐 이쁘심
410,뚠뚠뚠,ㅋㅋ 미쳤다 역시 믿고보는 응수형
411,UkK,진짜 광고 보려고 들어온적은 처음이네 ㅋㅋ
412,건들,아니 저번에 사딸라도 그렇고 이번에도 ㅋㅋㅋ
413,이름성,응수좌 햄버거광고 진짜 나왔네 ㅋㅋㅋㅋㅋㅋㅋ 존나웈겨 ㅋㄱㅋ
414,에이치효MusicinLove,와ㅋㅋ광고클릭
415,동춴,아 드디어나오네 편——안
416,이현경,ㅋㅋㅋ 광고보려고 누른건 처음이야
417,박세라,근데 밈이 뭐예요?
418,singosai,곽철용 아저씨 진짜 개좋아
419,징역?`,아조씨 ㅜㅜ 햄버거에다가 3억 태웠을거  같아
420,gfd4f,0:17 이 익숙한 노랭색 옷 입은 남자는 혹시 4딸라?
421,하이하삼요,진짜 광고는이렇게만들어야한다ㅋㅋㅋㅋㅋ광고를클릴하고싶어지게 ㅋㅋㅋㅋㅋㅋ신구:니들이게맛을알아?양미라:롯데리아 라이스버거  김응수(곽철용): 묻고더블로가!확실히....햄버거광고가재밋네?
422,화팅화티팅하자,누가 철용사마 ㅋㅋㅋ데려가나했는데 ㅋㅋ버거킹이였네 ㅋㅋㅋ
423,경두,영상 올린지 하루만에  600만 찍는 광고가 있따?
424,sanghunyoon,곽철용이다 ㅋㅋㅋㅋ
425,주머니,갓버킹 광고도 잘 찍어 ㅎㅎ
426,매튜,맥날도 안되.. 맘터도 안되..이안에 버거킹이 있다는게 내 결론이다..ㅋㅋ어이 젊은 친구신사답게 더블로 해~~ㅋㅋ
427,웅쨩,광고 보려고 일부러 들어온거 나만 그런거 아니구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 다행이다 ㅋㅋㅋㅋ
428,Minsoo,원조는 울림부터가 달라...
429,maplawer,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 트렌드 ㄹㅇ 잘따라가누
430,dmsxo_01,마지막에 젊은친구 앞에 잇는분이 4딸라라고 외칠것 같은것은 기분탓?......
431,花ASTRO,김두한 다음으로 위대합니다 선생!!
432,리틀포레스트,ㅋㅋ
433,문철승,ㅋㅋ
434,shinhwaKang,ㅋㅋ
435,이종윤,아 이거 곽철용 영상에서 누가 철용이형 패티 더블로 가 이러면서 버거 광고찍을듯 했었는데 ㄹㅇ이네 ㅋㅋ성지순례가야지
436,7ᅢ두식,ㅈㄴ웃기네 ㅋㅋ 철용좌  살다실다 유튜브에서 광고 클릭해서 들어온건 처음이네 ㅋㅋㅋ
437,남ᄃᆞᄂ,ㅋㅋ광고랑 딱이네ㅋㅋㅋ
438,WupaLupa,여윽시 빠른 섭외 ㅆㅅㅌㅊ
439,100억사나이,ㅋㅋ 여자왜이리  귀엽냐
440,피콜로,진짜 광고찍었네요 대박
441,다크나이트,버거킹 광고 컨셉 ㅋㅋㅋㅋㅋㅋㅋ 사딸라부터 시작해서 이런쪽으로만 가는거냐 ㅋㅋㅋㅋㅋㅋㅋㅋ
442,silurobreeze,이거 1달 전쯤에 촬영하던데
443,JaeSeokLee,이 버거 제가 잘 먹겠습니다 신사답게
444,WarBand,go the blue ㅋㅋ
445,KEVINWILLIAMS,젊은 친구， 신사답게 더블로 가~!
446,MyuaYu,버거킹은 항상 광고모델이 넘 좋음♡♡
447,아수라발발타,이이상 살릴수가 없다. 워낙 그전에 떠서..
448,신도리머,나도 보러옴 첨이당
449,w용가리,버거킹 4딸라때부터 알아봤어야했아
450,죽여줘,드디어 묻고 더블로 가는 패티~~!~!~!~!
451,단단한돌맹이,ㅇㅇ
452,종원,노랑옷 김두한 아닌교? ㅋㅋㅋ
453,양갱스터,사달라에 묻고 더블로 가!더블 패티에 4900원~빠라 빠 빠 빠~
454,dhc34c,내가 이 묻고 더블로 가! 때문에 구독한다..
455,규리랑카,ㅋㅋㅋㅋㅋㅋㅋ 광고볼라고 왔소이다
456,금과나무박성호,"4딸라!!! 김영철 님 다음으로묻고 더블로가!!! 김응수님 이시네요!광고 위트있고 좋습니다 김응수님, 화이팅입니다~~~~^^"
457,양봉식TV,유튜브에서 광고를 클릭해서보다니 세상에자다 일어나보니 아이언드래곤 세상이네
458,JWKim,응수행님 목소리 ㄹㅇ 간지터짐... 상남자
459,최주동,이봐라 이거누군 임마! 더블패티 안먹어 본 줄 알아~
460,매로나,zㅋㅋㅋㅋ광고들어온적처음이닥
461,박봉수,따따불로 과~
462,노박맛나는호란고구마,버거킹 사딸라에 ㅇㅣ어서 ㄷㄷ
463,굇수고양이,저도 더블로 가겠습니다
464,SeeyaPassionTimes,진짜 광고 찍으셨네 ㅋㅋ
465,하냑,아 버거킹 마렵다!
466,진흐아,노란색 자켓 4딸라 김영철 배우님이시져?ㅋㅋㅋㅋㅋ
467,김건우,직원분 정유미말투에 목소리 닮으심 ㅋㅋㅋ
468,난닭부계,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
469,pangpang,11일에 나왔던거 같은데
470,세무조사중,ㅋㅋㅋ  광고 끝까지다봄 멋지셩
471,룰루Lulu,이건 100만보고 보고 또 보러가!
472,김동건,패티 묻고 더블로가!
473,전예준,???: 묻고 더블로 가
474,황정현,드디어 광고가 나왔다 속이후련.. 후우
475,엘얄루,이제야 나왔네ㅋㅋㅋㅋㅋ
476,AlphaGwon,4달라 편도 레전드였는데 이것도 레전드네 ㅋㅋ
477,Closor,이형 데뷔했누
478,수입육정과장,곽철용 흥해라~~~
479,노을빛하늘,다들 곽철용 행님에 주목하시니 저는 다른 부분을... 알바로 나오시는 분 짱귀욤
480,참착맨,김응갓 아이언드래곤 그자체네 ㅋㅋㅋㅋㅋㅋㅋ
481,Xenon54,사랑해요 곽철용
482,jjojjo,광고보려고 나도 ..ㅎㅎ
483,Carpediem,철용형님은 믿고 본다.믿고 더블로 가!이게 내 결론이다.
484,삐연{06}_,묻고더블 저거 영상볼때 햄버거 패티?? 2개로 묻고더블버거 광고 해달란 댓있었는대 ㄹㅇ 해주네
485,택,광고 보려고 일부러 온 거 처음인 척 지리쥬...
486,PhilipCha,김응수 배우님 때문에 들어와서 영상봅니다. 버거킹의 탁월한 선택 !!
487,댓글보며팝콘먹기,이건 영상 앞에 광고로 뜨면 대부분 스킾안할듯
488,마포대교,버거킹아 나도 좋아하는 버거가 있다..이런식으로 자꾸 맛있는버거만들면 그땐 내가 VIP가 되는거야!
489,모하메드압둘,광고 볼려고 직접 영상에 들어온건 처음이네 ㅋㅋ
490,정민,나도 답글 달아주세요 버거킹님😆
491,박정규,패스트푸드는 버거킹이다 철용옹 좋아요
492,김영광,아이언 드래곤 굿!
493,머쩌라고,헐 ㄹㅇ 했네
494,YagamiIori,철용형님과 버거킹 믿고 더블로 가다가심하게이득봤습니다!! 감사합니다!!!
495,CARP,정말 위대합니다 버거킹선생!!
496,사쟁씌,진짜로 만드네 ;;;
497,호기소,예 더블로 가겠습니다
498,최지수,광곤데 검색해서 왔습니다.
499,화살,브롤스타즈 이병헌 광고 이후로 처음입니다  찾아서 보는거는 ㅋㅋ
500,진우성,ㅇㅋ 내일은 이거닼ㅋ
501,상풍,나중에 버거킹에서 황정음이 치즈버거 광고로 출연했으면...
502,마음가짐,광고를 클릭하다니...... 스벌
503,Mizuchi,ㅋㅋㅋㅋ 이형님이 묻고더블로 갈정도면 먹어줘야되는데ㅋㅋ
504,이당선,그새 바로 섭외하셨군
505,불펌러들보면짖어요,이봐 젊은이 신사답게 행동해더블로god!!
506,박철현,2020년에는 더블과사딸라 같이만나죠. OK?
507,달려라콩가tv,곽철용 쵝!!
508,IloveLily'sfamily.,우리반에서 묻고 더블고가 유행인뎈ㅋ
509,_vishera,"이봐 젊은친구, 버거란게 말이야 칼로리가 쌔거든~"
510,최승헌,노란색 셔츠 입으신분 김영철 씨네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
511,Lauv,뭔데 광고영상이 하루만에 조회수가 이래나오냐
512,문상덕,상상했던일이 현실로 좋습니다 버거킹
513,엔비루,간간히 보이는 노란옷을 입은 사람은 지난 광고에 나왔던분 맞죠?
514,오오오,철용곽 ㅋㅋ
515,처깅턴유튜브,저번엔 김두한이번엔 곽철용 ㅋㅋㅋ이제는 심영 나오겠네
516,황금망토배찌,김응수 김영철 신구 그들은 대체 진짜 아이돌보단 이런분들이 광고 많이했으면 좋겠다
517,•sexy,와 23시간전인데 400만회가 가능하냐? 철용이형 대단하네
518,Orion,와 김두한 ‘사딸라’에 이어 또 재미있는 광고 하나 나왔네요ㅋㅋㅋ
519,수홍아빠,광고 당겨서 다시 보기는 처음이네. 더블로 고고~^^
520,유대환,유툽 들어갓는대 메인 상단에 떡하니 있누
521,binj,결국 찍으셨군~!
522,익히,쳐다도 안보는 광고를 클릭해서 들어오게 하시는 철용이 형님...
523,Realism7777777,짧고 굵고 강력한 광고네요. 타짜3 개봉하고 영화 채널에서 타짜1 보여줬을 때 너무나 강력한 곽철용의 포스! 햄버거 더블 관심 가네요. 타짜1은 영원한 명작입니다.
524,김부금,이거그냥올려도조회수빠방하게나올텐데ㅋㅋ
525,미래에서온인간•100년후,타고난 선택
526,칼바도스칼바도스,재밌다 ㅋ이런 광고를 만들어야지~
527,김선비,옆동네가게 니들이 게맛을 알아 이후 첨으로 광고보러 들왓네ㅋㅋㅋㄱ
528,루시페르,철용형님 짱
529,비오는날오후,광고를 보려고 직접 찾아들어 오다니...
530,홍,아니 버거킹 더불 하는데 도박 하는줄 알았잖아 ㅋㅋ
531,나위해살시간이없다,ㅋㅋ살다살다 이늠 광고 참말로 희안하네
532,김현욱,믿고 더블로 가겠음다~~~
533,김현진,내가 이렇게까지 광고하는데.. 안먹으면..  마 ~~ !! 그땐 내가 깡패가 되는거야 ~~ !!!
534,훈이다,진작에 나왔어야지 ㅋㅋㅋ
535,이준형,전에 라디오스타인가? 거기서 농담으로 하셨던 멘트가 현실이 됬엌ㅋㅋ
536,AQUABLUE,유튜브에 새로운별 아이언드래곤 성님 드디어 버거킹에 입성하셨군요 환영합니다
537,YoungJinCheun,"왜 영상 하나야, 더블로가"
538,콜렉트콜,광고보고 재밌어서 자주 사먹으러 가야겠다
539,DY,진짜 광고를 들으려고 클릭한적음 첨이네 ㅋㅋㅋㅋㅋㅋㅋㅋ
540,성준,오늘 바로먹으러 갑니다
541,박정수,광고를 클릭해서 볼 줄이야...
542,옴뇸뇸,굉고 보러 왔슴다 아이언 드래곤 행님
543,충남쏜,묻고 더블로가~~
544,JehoMoon,믿고 더블로 가보겠습니다 철옹좌님
545,소울오브닐,끔찍한게 뭔지 압니까?집 근처에 버거킹이 없어...ㅠㅠ
546,ShanoKim,버거킹 빠른데? ㅋㅋ
547,강남빌딩제이윤의,뒤에 사딸라아저씨 ㅋㅋ
548,마나포션,역시 발성이... 저음인데 소리가 저렇게 힘 있고 깔끔하고 밀도 있을수가
549,여중석,자네 믿고 우째 더블로 가냐 ㅋㅋ
550,정진이,이거보고 오늘 저녁 버거킹 주문했다...
551,나명수,내가 달건이 생활을 열일곱에 했다지금 ~~  나뿐이이야
552,aa,타짜는 아이언 드래곤 스핀오프 만드는게 차라리 낫겠다
553,annikinsky,그럼 이버거 제가 다 먹습니다~  신사답게~
554,ralse,묻고 더블로가!!!!
555,EPIC_FACE,ㄹㅇ 나왔네
556,샤크스트TV,좋아요~🙏🏻👇👍
557,야타,광고 중독성있네 이거 ㅋㅋㅋ
558,TOP,물 들어올때 노 저을줄 아는 버거킹ㄷㄷ
559,최현준,아이언드래곤!
560,짬밥TV,묻고 떠블로 가!!
561,PagonDel,하루만에 조회수 미쳤누
562,조건희,"야 고니야, 감튀 하나 찔러봐라"
563,Bean,4달러보다 잘 만든듯
564,강백호,버거킹 먹자~
565,`홀딱거힝,ㅋㅋㅋㅋㅋㅋ 내가 무의식 적으로 광고를 클릭했네 ㅋㅋㅋ왠지 모르게 끌렸다는 전설이 전설이 전설이 ... ~
566,수입육정과장,광고란걸 알면서 클릭했어 ㅎㅎㅎㅎ
567,Wseo,너무좋아
568,HarryChoi,"공익 광고 하나 기대 합니다""어이 젊은 친구,신사답게 행동 해."""
569,김채현,4달라형 언제나오려나 ㅋㅋ
570,개간지김용현,결국 이게 만들어지네 ㅋㅋ
571,아데마르공작,응수좌.. 승승장구하시길 기원합니다!
572,크키,"버거킹이 물들어올때 잘하는듯 ㅋㅋㅋㅋㅋ 그냥 우스갯소리로 곽철용 쓰자했던걸 진짜로 해는거보면,, 광고기획자의 이런 자세 참 좋아요 ㅎㅎ"
573,ShadowSovereign,Pota bakit wala to sa menu sa pinas ?
574,최상덕,대박!! 곽철용이라니.. 역시 믿고보는 버거킹 광고네!
575,YoungMoKim,미친 ㅋㅋㅋ 내일 점심은 버거킹이다!!
576,ᄋᄉᄋ!,변사체될까봐 사러간다...
577,양승민,ㅋㅋㅋ 김두한때도그렇고 광고 너무 재미있는거아님 ㅋㅋㅋ
578,깨진사과,타짜3 재평가네ㅋㅋ 응수옹 밥사셔야겠는데
579,박준서,이 집 인싸인가...? 트랜드 맛집이네
580,JHHwang,사딸롸!~~~
581,주주,내 감자튀김 어딨어..? 아 모르시지!
582,Helldic82,드디어 곽철용 광고 나왔네 ㅋㅋ
